"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"Portugal (PT)","28.06.2022 03:00 - 28.06.2022 04:00 (UTC)","372","n/e","n/e","n/e","2300","0","n/e","n/e","n/e","n/e","284","4","77","41","n/e","n/e","12","n/e","0","n/e","22","1106"
"Portugal (PT)","28.06.2022 04:00 - 28.06.2022 05:00 (UTC)","375","n/e","n/e","n/e","2656","0","n/e","n/e","n/e","n/e","260","4","79","69","n/e","n/e","12","n/e","0","n/e","18","1025"
"Portugal (PT)","28.06.2022 05:00 - 28.06.2022 06:00 (UTC)","373","n/e","n/e","n/e","2601","0","n/e","n/e","n/e","n/e","822","2","140","71","n/e","n/e","11","n/e","22","n/e","12","959"
"Portugal (PT)","28.06.2022 06:00 - 28.06.2022 07:00 (UTC)","370","n/e","n/e","n/e","2585","0","n/e","n/e","n/e","n/e","779","1","60","71","n/e","n/e","12","n/e","189","n/e","9","839"
"Portugal (PT)","28.06.2022 07:00 - 28.06.2022 08:00 (UTC)","367","n/e","n/e","n/e","2536","0","n/e","n/e","n/e","n/e","15","3","32","49","n/e","n/e","11","n/e","510","n/e","8","686"
"Portugal (PT)","28.06.2022 08:00 - 28.06.2022 09:00 (UTC)","370","n/e","n/e","n/e","2478","0","n/e","n/e","n/e","n/e","0","6","32","43","n/e","n/e","11","n/e","791","n/e","8","545"
"Portugal (PT)","28.06.2022 09:00 - 28.06.2022 10:00 (UTC)","370","n/e","n/e","n/e","2402","0","n/e","n/e","n/e","n/e","0","259","124","4","n/e","n/e","12","n/e","1001","n/e","6","455"
"Portugal (PT)","28.06.2022 10:00 - 28.06.2022 11:00 (UTC)","370","n/e","n/e","n/e","2465","0","n/e","n/e","n/e","n/e","0","211","134","4","n/e","n/e","12","n/e","1139","n/e","6","420"
"Portugal (PT)","28.06.2022 11:00 - 28.06.2022 12:00 (UTC)","375","n/e","n/e","n/e","2237","0","n/e","n/e","n/e","n/e","0","136","117","4","n/e","n/e","12","n/e","1176","n/e","8","519"
"Portugal (PT)","28.06.2022 12:00 - 28.06.2022 13:00 (UTC)","379","n/e","n/e","n/e","2155","0","n/e","n/e","n/e","n/e","0","452","207","4","n/e","n/e","12","n/e","1204","n/e","6","757"
"Portugal (PT)","28.06.2022 13:00 - 28.06.2022 14:00 (UTC)","382","n/e","n/e","n/e","1989","0","n/e","n/e","n/e","n/e","0","456","35","4","n/e","n/e","12","n/e","1180","n/e","5","1067"
"Portugal (PT)","28.06.2022 14:00 - 28.06.2022 15:00 (UTC)","383","n/e","n/e","n/e","1999","0","n/e","n/e","n/e","n/e","14","695","35","13","n/e","n/e","12","n/e","1119","n/e","5","1415"
"Portugal (PT)","28.06.2022 15:00 - 28.06.2022 16:00 (UTC)","381","n/e","n/e","n/e","2011","0","n/e","n/e","n/e","n/e","0","765","35","8","n/e","n/e","12","n/e","990","n/e","5","1720"
"Portugal (PT)","28.06.2022 16:00 - 28.06.2022 17:00 (UTC)","378","n/e","n/e","n/e","2255","0","n/e","n/e","n/e","n/e","0","741","24","4","n/e","n/e","12","n/e","801","n/e","7","1983"
"Portugal (PT)","28.06.2022 17:00 - 28.06.2022 18:00 (UTC)","378","n/e","n/e","n/e","2518","0","n/e","n/e","n/e","n/e","5","239","27","5","n/e","n/e","12","n/e","538","n/e","3","2257"
"Portugal (PT)","28.06.2022 18:00 - 28.06.2022 19:00 (UTC)","375","n/e","n/e","n/e","2545","0","n/e","n/e","n/e","n/e","308","2","168","65","n/e","n/e","12","n/e","227","n/e","2","2447"
"Portugal (PT)","28.06.2022 19:00 - 28.06.2022 20:00 (UTC)","380","n/e","n/e","n/e","2601","0","n/e","n/e","n/e","n/e","664","2","364","147","n/e","n/e","11","n/e","37","n/e","2","2402"
"Portugal (PT)","28.06.2022 20:00 - 28.06.2022 21:00 (UTC)","379","n/e","n/e","n/e","2640","0","n/e","n/e","n/e","n/e","612","2","426","94","n/e","n/e","12","n/e","0","n/e","1","2330"
"Portugal (PT)","28.06.2022 21:00 - 28.06.2022 22:00 (UTC)","371","n/e","n/e","n/e","2480","0","n/e","n/e","n/e","n/e","199","2","64","79","n/e","n/e","11","n/e","0","n/e","1","2375"
"Portugal (PT)","28.06.2022 22:00 - 28.06.2022 23:00 (UTC)","375","n/e","n/e","n/e","2430","0","n/e","n/e","n/e","n/e","547","2","177","22","n/e","n/e","12","n/e","0","n/e","1","2410"
"Portugal (PT)","28.06.2022 23:00 - 29.06.2022 00:00 (UTC)","374","n/e","n/e","n/e","2204","0","n/e","n/e","n/e","n/e","299","2","132","23","n/e","n/e","12","n/e","0","n/e","0","2378"
"Portugal (PT)","29.06.2022 00:00 - 29.06.2022 01:00 (UTC)","372","n/e","n/e","n/e","2419","0","n/e","n/e","n/e","n/e","219","77","141","31","n/e","n/e","12","n/e","0","n/e","2","2277"
"Portugal (PT)","29.06.2022 01:00 - 29.06.2022 02:00 (UTC)","371","n/e","n/e","n/e","2219","0","n/e","n/e","n/e","n/e","197","87","34","36","n/e","n/e","12","n/e","0","n/e","10","2240"
"Portugal (PT)","29.06.2022 02:00 - 29.06.2022 03:00 (UTC)","372","n/e","n/e","n/e","2488","0","n/e","n/e","n/e","n/e","232","2","24","40","n/e","n/e","12","n/e","0","n/e","9","2142"
"Portugal (PT)","29.06.2022 03:00 - 29.06.2022 04:00 (UTC)","373","n/e","n/e","n/e","2485","0","n/e","n/e","n/e","n/e","462","1","26","74","n/e","n/e","12","n/e","0","n/e","10","2086"
"Portugal (PT)","29.06.2022 04:00 - 29.06.2022 05:00 (UTC)","373","n/e","n/e","n/e","2685","0","n/e","n/e","n/e","n/e","646","1","337","157","n/e","n/e","12","n/e","0","n/e","14","2100"
"Portugal (PT)","29.06.2022 05:00 - 29.06.2022 06:00 (UTC)","375","n/e","n/e","n/e","2709","0","n/e","n/e","n/e","n/e","996","1","527","200","n/e","n/e","12","n/e","20","n/e","11","1916"
"Portugal (PT)","29.06.2022 06:00 - 29.06.2022 07:00 (UTC)","370","n/e","n/e","n/e","2712","0","n/e","n/e","n/e","n/e","928","1","496","153","n/e","n/e","12","n/e","171","n/e","11","1695"
"Portugal (PT)","29.06.2022 07:00 - 29.06.2022 08:00 (UTC)","377","n/e","n/e","n/e","2643","0","n/e","n/e","n/e","n/e","694","1","31","49","n/e","n/e","11","n/e","442","n/e","10","1555"
"Portugal (PT)","29.06.2022 08:00 - 29.06.2022 09:00 (UTC)","381","n/e","n/e","n/e","2618","0","n/e","n/e","n/e","n/e","76","3","41","46","n/e","n/e","11","n/e","691","n/e","11","1356"
"Portugal (PT)","29.06.2022 09:00 - 29.06.2022 10:00 (UTC)","377","n/e","n/e","n/e","2492","0","n/e","n/e","n/e","n/e","0","83","43","12","n/e","n/e","12","n/e","900","n/e","6","1266"
"Portugal (PT)","29.06.2022 10:00 - 29.06.2022 11:00 (UTC)","361","n/e","n/e","n/e","2543","0","n/e","n/e","n/e","n/e","11","7","46","4","n/e","n/e","11","n/e","1062","n/e","9","1196"
"Portugal (PT)","29.06.2022 11:00 - 29.06.2022 12:00 (UTC)","362","n/e","n/e","n/e","2414","0","n/e","n/e","n/e","n/e","194","217","40","4","n/e","n/e","11","n/e","1167","n/e","11","1308"
"Portugal (PT)","29.06.2022 12:00 - 29.06.2022 13:00 (UTC)","374","n/e","n/e","n/e","2194","0","n/e","n/e","n/e","n/e","0","486","36","11","n/e","n/e","11","n/e","1205","n/e","11","1606"
"Portugal (PT)","29.06.2022 13:00 - 29.06.2022 14:00 (UTC)","383","n/e","n/e","n/e","2135","0","n/e","n/e","n/e","n/e","0","994","37","10","n/e","n/e","11","n/e","1185","n/e","13","1917"
"Portugal (PT)","29.06.2022 14:00 - 29.06.2022 15:00 (UTC)","406","n/e","n/e","n/e","2221","0","n/e","n/e","n/e","n/e","0","1177","29","4","n/e","n/e","12","n/e","1122","n/e","17","2212"
"Portugal (PT)","29.06.2022 15:00 - 29.06.2022 16:00 (UTC)","408","n/e","n/e","n/e","2233","0","n/e","n/e","n/e","n/e","0","1679","24","4","n/e","n/e","14","n/e","1008","n/e","21","2562"
"Portugal (PT)","29.06.2022 16:00 - 29.06.2022 17:00 (UTC)","410","n/e","n/e","n/e","2192","0","n/e","n/e","n/e","n/e","0","1597","21","8","n/e","n/e","14","n/e","814","n/e","25","2867"
"Portugal (PT)","29.06.2022 17:00 - 29.06.2022 18:00 (UTC)","407","n/e","n/e","n/e","2343","0","n/e","n/e","n/e","n/e","0","1119","21","10","n/e","n/e","12","n/e","541","n/e","25","3035"
"Portugal (PT)","29.06.2022 18:00 - 29.06.2022 19:00 (UTC)","407","n/e","n/e","n/e","2471","0","n/e","n/e","n/e","n/e","24","593","34","6","n/e","n/e","12","n/e","226","n/e","25","2960"
"Portugal (PT)","29.06.2022 19:00 - 29.06.2022 20:00 (UTC)","408","n/e","n/e","n/e","2525","0","n/e","n/e","n/e","n/e","258","226","217","109","n/e","n/e","12","n/e","33","n/e","25","2842"
"Portugal (PT)","29.06.2022 20:00 - 29.06.2022 21:00 (UTC)","413","n/e","n/e","n/e","2453","0","n/e","n/e","n/e","n/e","427","8","292","70","n/e","n/e","11","n/e","0","n/e","25","2874"
"Portugal (PT)","29.06.2022 21:00 - 29.06.2022 22:00 (UTC)","408","n/e","n/e","n/e","2680","0","n/e","n/e","n/e","n/e","125","208","28","66","n/e","n/e","11","n/e","0","n/e","25","2868"
"Portugal (PT)","29.06.2022 22:00 - 29.06.2022 23:00 (UTC)","411","n/e","n/e","n/e","2640","0","n/e","n/e","n/e","n/e","163","8","19","4","n/e","n/e","12","n/e","0","n/e","25","2845"
"Portugal (PT)","29.06.2022 23:00 - 30.06.2022 00:00 (UTC)","411","n/e","n/e","n/e","2402","0","n/e","n/e","n/e","n/e","15","3","21","4","n/e","n/e","11","n/e","0","n/e","25","2914"
"Portugal (PT)","30.06.2022 00:00 - 30.06.2022 01:00 (UTC)","410","n/e","n/e","n/e","2323","0","n/e","n/e","n/e","n/e","0","3","19","4","n/e","n/e","12","n/e","0","n/e","25","2915"
"Portugal (PT)","30.06.2022 01:00 - 30.06.2022 02:00 (UTC)","410","n/e","n/e","n/e","2207","0","n/e","n/e","n/e","n/e","100","3","20","4","n/e","n/e","12","n/e","0","n/e","20","3002"
"Portugal (PT)","30.06.2022 02:00 - 30.06.2022 03:00 (UTC)","407","n/e","n/e","n/e","2147","0","n/e","n/e","n/e","n/e","0","3","24","4","n/e","n/e","12","n/e","0","n/e","17","2977"
"Portugal (PT)","30.06.2022 03:00 - 30.06.2022 04:00 (UTC)","409","n/e","n/e","n/e","2057","0","n/e","n/e","n/e","n/e","87","3","187","33","n/e","n/e","12","n/e","0","n/e","11","2990"
"Portugal (PT)","30.06.2022 04:00 - 30.06.2022 05:00 (UTC)","412","n/e","n/e","n/e","2320","0","n/e","n/e","n/e","n/e","806","2","315","36","n/e","n/e","12","n/e","0","n/e","7","2936"
"Portugal (PT)","30.06.2022 05:00 - 30.06.2022 06:00 (UTC)","401","n/e","n/e","n/e","2319","0","n/e","n/e","n/e","n/e","1262","1","634","38","n/e","n/e","11","n/e","20","n/e","11","2805"
"Portugal (PT)","30.06.2022 06:00 - 30.06.2022 07:00 (UTC)","399","n/e","n/e","n/e","2336","0","n/e","n/e","n/e","n/e","431","2","325","34","n/e","n/e","11","n/e","180","n/e","9","2597"
"Portugal (PT)","30.06.2022 07:00 - 30.06.2022 08:00 (UTC)","398","n/e","n/e","n/e","2303","0","n/e","n/e","n/e","n/e","602","1","105","14","n/e","n/e","11","n/e","499","n/e","10","2270"
"Portugal (PT)","30.06.2022 08:00 - 30.06.2022 09:00 (UTC)","400","n/e","n/e","n/e","2245","0","n/e","n/e","n/e","n/e","234","6","101","41","n/e","n/e","11","n/e","789","n/e","7","1913"
"Portugal (PT)","30.06.2022 09:00 - 30.06.2022 10:00 (UTC)","408","n/e","n/e","n/e","1963","0","n/e","n/e","n/e","n/e","184","115","30","4","n/e","n/e","11","n/e","1000","n/e","6","1525"
"Portugal (PT)","30.06.2022 10:00 - 30.06.2022 11:00 (UTC)","405","n/e","n/e","n/e","1841","0","n/e","n/e","n/e","n/e","285","154","29","4","n/e","n/e","12","n/e","1137","n/e","7","1380"
"Portugal (PT)","30.06.2022 11:00 - 30.06.2022 12:00 (UTC)","404","n/e","n/e","n/e","1704","0","n/e","n/e","n/e","n/e","253","355","31","4","n/e","n/e","13","n/e","1173","n/e","7","1432"
"Portugal (PT)","30.06.2022 12:00 - 30.06.2022 13:00 (UTC)","407","n/e","n/e","n/e","1673","0","n/e","n/e","n/e","n/e","88","789","28","4","n/e","n/e","14","n/e","1187","n/e","9","1604"
"Portugal (PT)","30.06.2022 13:00 - 30.06.2022 14:00 (UTC)","405","n/e","n/e","n/e","1726","0","n/e","n/e","n/e","n/e","109","870","27","4","n/e","n/e","14","n/e","1128","n/e","10","1671"
"Portugal (PT)","30.06.2022 14:00 - 30.06.2022 15:00 (UTC)","408","n/e","n/e","n/e","1695","0","n/e","n/e","n/e","n/e","91","668","24","5","n/e","n/e","12","n/e","1087","n/e","10","1806"
"Portugal (PT)","30.06.2022 15:00 - 30.06.2022 16:00 (UTC)","406","n/e","n/e","n/e","1770","0","n/e","n/e","n/e","n/e","115","460","23","9","n/e","n/e","12","n/e","923","n/e","13","1914"
"Portugal (PT)","30.06.2022 16:00 - 30.06.2022 17:00 (UTC)","410","n/e","n/e","n/e","1694","0","n/e","n/e","n/e","n/e","174","225","26","9","n/e","n/e","14","n/e","763","n/e","14","2052"
"Portugal (PT)","30.06.2022 17:00 - 30.06.2022 18:00 (UTC)","406","n/e","n/e","n/e","1991","0","n/e","n/e","n/e","n/e","91","316","25","5","n/e","n/e","13","n/e","534","n/e","15","2180"
"Portugal (PT)","30.06.2022 18:00 - 30.06.2022 19:00 (UTC)","406","n/e","n/e","n/e","2254","0","n/e","n/e","n/e","n/e","284","133","76","70","n/e","n/e","12","n/e","234","n/e","13","2186"
"Portugal (PT)","30.06.2022 19:00 - 30.06.2022 20:00 (UTC)","411","n/e","n/e","n/e","2334","0","n/e","n/e","n/e","n/e","1179","1","541","82","n/e","n/e","12","n/e","42","n/e","11","2110"
"Portugal (PT)","30.06.2022 20:00 - 30.06.2022 21:00 (UTC)","415","n/e","n/e","n/e","2345","0","n/e","n/e","n/e","n/e","877","2","596","109","n/e","n/e","16","n/e","0","n/e","11","2048"
"Portugal (PT)","30.06.2022 21:00 - 30.06.2022 22:00 (UTC)","411","n/e","n/e","n/e","2320","0","n/e","n/e","n/e","n/e","331","4","305","63","n/e","n/e","18","n/e","0","n/e","13","2114"
"Portugal (PT)","30.06.2022 22:00 - 30.06.2022 23:00 (UTC)","398","n/e","n/e","n/e","2312","0","n/e","n/e","n/e","n/e","183","3","494","35","n/e","n/e","18","n/e","0","n/e","11","2152"
"Portugal (PT)","30.06.2022 23:00 - 01.07.2022 00:00 (UTC)","393","n/e","n/e","n/e","2061","0","n/e","n/e","n/e","n/e","413","4","207","35","n/e","n/e","17","n/e","0","n/e","10","2003"
"Portugal (PT)","01.07.2022 00:00 - 01.07.2022 01:00 (UTC)","392","n/e","n/e","n/e","2100","0","n/e","n/e","n/e","n/e","67","4","23","4","n/e","n/e","17","n/e","0","n/e","8","1796"
"Portugal (PT)","01.07.2022 01:00 - 01.07.2022 02:00 (UTC)","389","n/e","n/e","n/e","2060","0","n/e","n/e","n/e","n/e","37","3","24","36","n/e","n/e","16","n/e","0","n/e","5","1727"
"Portugal (PT)","01.07.2022 02:00 - 01.07.2022 03:00 (UTC)","394","n/e","n/e","n/e","2024","0","n/e","n/e","n/e","n/e","0","78","30","4","n/e","n/e","16","n/e","0","n/e","5","1848"
"Portugal (PT)","01.07.2022 03:00 - 01.07.2022 04:00 (UTC)","393","n/e","n/e","n/e","2077","0","n/e","n/e","n/e","n/e","210","131","32","4","n/e","n/e","15","n/e","0","n/e","4","1864"
"Portugal (PT)","01.07.2022 04:00 - 01.07.2022 05:00 (UTC)","395","n/e","n/e","n/e","2214","0","n/e","n/e","n/e","n/e","213","223","281","4","n/e","n/e","13","n/e","0","n/e","3","1842"
"Portugal (PT)","01.07.2022 05:00 - 01.07.2022 06:00 (UTC)","395","n/e","n/e","n/e","2350","0","n/e","n/e","n/e","n/e","379","14","428","34","n/e","n/e","12","n/e","19","n/e","3","1768"
"Portugal (PT)","01.07.2022 06:00 - 01.07.2022 07:00 (UTC)","393","n/e","n/e","n/e","2380","0","n/e","n/e","n/e","n/e","420","399","421","34","n/e","n/e","12","n/e","172","n/e","2","1511"
"Portugal (PT)","01.07.2022 07:00 - 01.07.2022 08:00 (UTC)","388","n/e","n/e","n/e","2314","0","n/e","n/e","n/e","n/e","264","315","37","43","n/e","n/e","12","n/e","483","n/e","2","1001"
"Portugal (PT)","01.07.2022 08:00 - 01.07.2022 09:00 (UTC)","397","n/e","n/e","n/e","2263","0","n/e","n/e","n/e","n/e","215","3","107","47","n/e","n/e","18","n/e","764","n/e","2","619"
"Portugal (PT)","01.07.2022 09:00 - 01.07.2022 10:00 (UTC)","407","n/e","n/e","n/e","2192","0","n/e","n/e","n/e","n/e","281","3","51","42","n/e","n/e","20","n/e","972","n/e","2","442"
"Portugal (PT)","01.07.2022 10:00 - 01.07.2022 11:00 (UTC)","405","n/e","n/e","n/e","2162","0","n/e","n/e","n/e","n/e","924","2","209","33","n/e","n/e","19","n/e","1104","n/e","4","328"
"Portugal (PT)","01.07.2022 11:00 - 01.07.2022 12:00 (UTC)","413","n/e","n/e","n/e","2050","0","n/e","n/e","n/e","n/e","761","2","239","35","n/e","n/e","19","n/e","1146","n/e","8","338"
"Portugal (PT)","01.07.2022 12:00 - 01.07.2022 13:00 (UTC)","414","n/e","n/e","n/e","2058","0","n/e","n/e","n/e","n/e","209","3","169","35","n/e","n/e","19","n/e","1157","n/e","9","384"
"Portugal (PT)","01.07.2022 13:00 - 01.07.2022 14:00 (UTC)","409","n/e","n/e","n/e","1985","0","n/e","n/e","n/e","n/e","118","3","122","4","n/e","n/e","20","n/e","1143","n/e","9","467"
"Portugal (PT)","01.07.2022 14:00 - 01.07.2022 15:00 (UTC)","411","n/e","n/e","n/e","1908","0","n/e","n/e","n/e","n/e","46","88","27","4","n/e","n/e","22","n/e","1088","n/e","16","585"
"Portugal (PT)","01.07.2022 15:00 - 01.07.2022 16:00 (UTC)","415","n/e","n/e","n/e","2088","0","n/e","n/e","n/e","n/e","26","275","24","4","n/e","n/e","21","n/e","971","n/e","17","688"
"Portugal (PT)","01.07.2022 16:00 - 01.07.2022 17:00 (UTC)","416","n/e","n/e","n/e","1969","0","n/e","n/e","n/e","n/e","0","116","20","4","n/e","n/e","23","n/e","781","n/e","14","800"
"Portugal (PT)","01.07.2022 17:00 - 01.07.2022 18:00 (UTC)","416","n/e","n/e","n/e","2296","0","n/e","n/e","n/e","n/e","49","56","27","4","n/e","n/e","23","n/e","516","n/e","23","848"
"Portugal (PT)","01.07.2022 18:00 - 01.07.2022 19:00 (UTC)","421","n/e","n/e","n/e","2311","0","n/e","n/e","n/e","n/e","947","3","341","61","n/e","n/e","26","n/e","214","n/e","23","890"
"Portugal (PT)","01.07.2022 19:00 - 01.07.2022 20:00 (UTC)","423","n/e","n/e","n/e","2274","0","n/e","n/e","n/e","n/e","1068","2","738","222","n/e","n/e","29","n/e","34","n/e","23","934"
"Portugal (PT)","01.07.2022 20:00 - 01.07.2022 21:00 (UTC)","426","n/e","n/e","n/e","2319","0","n/e","n/e","n/e","n/e","815","2","923","263","n/e","n/e","28","n/e","0","n/e","22","931"
"Portugal (PT)","01.07.2022 21:00 - 01.07.2022 22:00 (UTC)","427","n/e","n/e","n/e","2281","0","n/e","n/e","n/e","n/e","364","3","652","51","n/e","n/e","27","n/e","0","n/e","19","946"
"Portugal (PT)","01.07.2022 22:00 - 01.07.2022 23:00 (UTC)","425","n/e","n/e","n/e","2157","0","n/e","n/e","n/e","n/e","835","2","330","220","n/e","n/e","28","n/e","0","n/e","13","975"
"Portugal (PT)","01.07.2022 23:00 - 02.07.2022 00:00 (UTC)","421","n/e","n/e","n/e","1933","0","n/e","n/e","n/e","n/e","668","2","110","174","n/e","n/e","28","n/e","0","n/e","8","875"
"Portugal (PT)","02.07.2022 00:00 - 02.07.2022 01:00 (UTC)","425","n/e","n/e","n/e","1863","0","n/e","n/e","n/e","n/e","403","3","20","175","n/e","n/e","29","n/e","0","n/e","7","786"
"Portugal (PT)","02.07.2022 01:00 - 02.07.2022 02:00 (UTC)","430","n/e","n/e","n/e","1926","0","n/e","n/e","n/e","n/e","325","3","21","145","n/e","n/e","28","n/e","0","n/e","6","654"
"Portugal (PT)","02.07.2022 02:00 - 02.07.2022 03:00 (UTC)","432","n/e","n/e","n/e","1892","0","n/e","n/e","n/e","n/e","297","2","19","144","n/e","n/e","30","n/e","0","n/e","6","563"
"Portugal (PT)","02.07.2022 03:00 - 02.07.2022 04:00 (UTC)","437","n/e","n/e","n/e","1905","0","n/e","n/e","n/e","n/e","348","3","20","113","n/e","n/e","30","n/e","0","n/e","2","634"
"Portugal (PT)","02.07.2022 04:00 - 02.07.2022 05:00 (UTC)","439","n/e","n/e","n/e","1913","0","n/e","n/e","n/e","n/e","771","3","71","144","n/e","n/e","29","n/e","0","n/e","0","641"
"Portugal (PT)","02.07.2022 05:00 - 02.07.2022 06:00 (UTC)","439","n/e","n/e","n/e","1936","0","n/e","n/e","n/e","n/e","308","3","80","145","n/e","n/e","28","n/e","15","n/e","0","638"
"Portugal (PT)","02.07.2022 06:00 - 02.07.2022 07:00 (UTC)","439","n/e","n/e","n/e","1722","0","n/e","n/e","n/e","n/e","153","3","64","67","n/e","n/e","29","n/e","155","n/e","0","522"
"Portugal (PT)","02.07.2022 07:00 - 02.07.2022 08:00 (UTC)","432","n/e","n/e","n/e","1543","0","n/e","n/e","n/e","n/e","4","10","102","44","n/e","n/e","30","n/e","438","n/e","0","402"
"Portugal (PT)","02.07.2022 08:00 - 02.07.2022 09:00 (UTC)","438","n/e","n/e","n/e","1540","0","n/e","n/e","n/e","n/e","0","120","108","11","n/e","n/e","29","n/e","720","n/e","0","224"
"Portugal (PT)","02.07.2022 09:00 - 02.07.2022 10:00 (UTC)","445","n/e","n/e","n/e","1488","0","n/e","n/e","n/e","n/e","0","194","114","13","n/e","n/e","29","n/e","918","n/e","0","154"
"Portugal (PT)","02.07.2022 10:00 - 02.07.2022 11:00 (UTC)","441","n/e","n/e","n/e","1509","0","n/e","n/e","n/e","n/e","0","213","176","26","n/e","n/e","30","n/e","1054","n/e","0","163"
"Portugal (PT)","02.07.2022 11:00 - 02.07.2022 12:00 (UTC)","440","n/e","n/e","n/e","1464","0","n/e","n/e","n/e","n/e","0","214","154","4","n/e","n/e","29","n/e","1119","n/e","0","228"
"Portugal (PT)","02.07.2022 12:00 - 02.07.2022 13:00 (UTC)","438","n/e","n/e","n/e","1432","0","n/e","n/e","n/e","n/e","0","252","134","4","n/e","n/e","29","n/e","1131","n/e","1","273"
"Portugal (PT)","02.07.2022 13:00 - 02.07.2022 14:00 (UTC)","438","n/e","n/e","n/e","1407","0","n/e","n/e","n/e","n/e","0","1181","25","4","n/e","n/e","29","n/e","1100","n/e","3","323"
"Portugal (PT)","02.07.2022 14:00 - 02.07.2022 15:00 (UTC)","440","n/e","n/e","n/e","1430","0","n/e","n/e","n/e","n/e","0","1438","21","4","n/e","n/e","29","n/e","1032","n/e","5","381"
"Portugal (PT)","02.07.2022 15:00 - 02.07.2022 16:00 (UTC)","437","n/e","n/e","n/e","1466","0","n/e","n/e","n/e","n/e","0","1343","19","4","n/e","n/e","30","n/e","905","n/e","6","472"
"Portugal (PT)","02.07.2022 16:00 - 02.07.2022 17:00 (UTC)","433","n/e","n/e","n/e","1463","0","n/e","n/e","n/e","n/e","5","1278","16","4","n/e","n/e","30","n/e","743","n/e","15","568"
"Portugal (PT)","02.07.2022 17:00 - 02.07.2022 18:00 (UTC)","433","n/e","n/e","n/e","1584","0","n/e","n/e","n/e","n/e","110","36","17","4","n/e","n/e","30","n/e","480","n/e","22","747"
"Portugal (PT)","02.07.2022 18:00 - 02.07.2022 19:00 (UTC)","433","n/e","n/e","n/e","1855","0","n/e","n/e","n/e","n/e","592","2","52","113","n/e","n/e","29","n/e","197","n/e","11","803"
"Portugal (PT)","02.07.2022 19:00 - 02.07.2022 20:00 (UTC)","436","n/e","n/e","n/e","1926","0","n/e","n/e","n/e","n/e","1588","1","557","259","n/e","n/e","29","n/e","34","n/e","18","799"
"Portugal (PT)","02.07.2022 20:00 - 02.07.2022 21:00 (UTC)","443","n/e","n/e","n/e","1929","0","n/e","n/e","n/e","n/e","1693","1","600","304","n/e","n/e","30","n/e","0","n/e","25","838"
"Portugal (PT)","02.07.2022 21:00 - 02.07.2022 22:00 (UTC)","440","n/e","n/e","n/e","1836","0","n/e","n/e","n/e","n/e","1166","1","486","177","n/e","n/e","29","n/e","0","n/e","25","754"
"Portugal (PT)","02.07.2022 22:00 - 02.07.2022 23:00 (UTC)","442","n/e","n/e","n/e","1732","0","n/e","n/e","n/e","n/e","1205","1","316","124","n/e","n/e","29","n/e","0","n/e","23","664"
"Portugal (PT)","02.07.2022 23:00 - 03.07.2022 00:00 (UTC)","441","n/e","n/e","n/e","1573","0","n/e","n/e","n/e","n/e","640","3","164","122","n/e","n/e","30","n/e","0","n/e","24","567"
"Portugal (PT)","03.07.2022 00:00 - 03.07.2022 01:00 (UTC)","437","n/e","n/e","n/e","1618","0","n/e","n/e","n/e","n/e","177","3","20","110","n/e","n/e","30","n/e","0","n/e","21","399"
"Portugal (PT)","03.07.2022 01:00 - 03.07.2022 02:00 (UTC)","437","n/e","n/e","n/e","1629","0","n/e","n/e","n/e","n/e","1","4","20","6","n/e","n/e","29","n/e","0","n/e","21","342"
"Portugal (PT)","03.07.2022 02:00 - 03.07.2022 03:00 (UTC)","432","n/e","n/e","n/e","1616","0","n/e","n/e","n/e","n/e","214","4","53","168","n/e","n/e","30","n/e","0","n/e","12","329"
