"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"Portugal (PT)","22.06.2022 23:00 - 23.06.2022 00:00 (UTC)","357","n/e","n/e","n/e","2639","0","n/e","n/e","n/e","n/e","142","3","60","4","n/e","n/e","11","n/e","0","n/e","0","224"
"Portugal (PT)","23.06.2022 00:00 - 23.06.2022 01:00 (UTC)","357","n/e","n/e","n/e","2460","0","n/e","n/e","n/e","n/e","0","46","38","4","n/e","n/e","12","n/e","0","n/e","0","225"
"Portugal (PT)","23.06.2022 01:00 - 23.06.2022 02:00 (UTC)","354","n/e","n/e","n/e","2481","0","n/e","n/e","n/e","n/e","0","97","21","4","n/e","n/e","12","n/e","0","n/e","0","244"
"Portugal (PT)","23.06.2022 02:00 - 23.06.2022 03:00 (UTC)","354","n/e","n/e","n/e","2486","0","n/e","n/e","n/e","n/e","0","97","22","4","n/e","n/e","12","n/e","0","n/e","0","284"
"Portugal (PT)","23.06.2022 03:00 - 23.06.2022 04:00 (UTC)","353","n/e","n/e","n/e","2377","0","n/e","n/e","n/e","n/e","0","111","21","5","n/e","n/e","12","n/e","0","n/e","0","354"
"Portugal (PT)","23.06.2022 04:00 - 23.06.2022 05:00 (UTC)","352","n/e","n/e","n/e","2574","0","n/e","n/e","n/e","n/e","0","213","21","33","n/e","n/e","11","n/e","0","n/e","0","350"
"Portugal (PT)","23.06.2022 05:00 - 23.06.2022 06:00 (UTC)","355","n/e","n/e","n/e","2779","0","n/e","n/e","n/e","n/e","39","152","83","34","n/e","n/e","12","n/e","18","n/e","0","261"
"Portugal (PT)","23.06.2022 06:00 - 23.06.2022 07:00 (UTC)","355","n/e","n/e","n/e","2555","0","n/e","n/e","n/e","n/e","100","8","243","52","n/e","n/e","12","n/e","155","n/e","0","186"
"Portugal (PT)","23.06.2022 07:00 - 23.06.2022 08:00 (UTC)","352","n/e","n/e","n/e","2711","0","n/e","n/e","n/e","n/e","0","98","109","49","n/e","n/e","12","n/e","389","n/e","0","129"
"Portugal (PT)","23.06.2022 08:00 - 23.06.2022 09:00 (UTC)","354","n/e","n/e","n/e","2592","0","n/e","n/e","n/e","n/e","0","6","243","44","n/e","n/e","12","n/e","525","n/e","0","128"
"Portugal (PT)","23.06.2022 09:00 - 23.06.2022 10:00 (UTC)","340","n/e","n/e","n/e","2584","0","n/e","n/e","n/e","n/e","0","213","130","4","n/e","n/e","12","n/e","587","n/e","0","196"
"Portugal (PT)","23.06.2022 10:00 - 23.06.2022 11:00 (UTC)","345","n/e","n/e","n/e","2584","0","n/e","n/e","n/e","n/e","0","152","130","4","n/e","n/e","12","n/e","603","n/e","0","312"
"Portugal (PT)","23.06.2022 11:00 - 23.06.2022 12:00 (UTC)","345","n/e","n/e","n/e","2404","0","n/e","n/e","n/e","n/e","0","766","97","4","n/e","n/e","12","n/e","677","n/e","0","478"
"Portugal (PT)","23.06.2022 12:00 - 23.06.2022 13:00 (UTC)","342","n/e","n/e","n/e","2427","0","n/e","n/e","n/e","n/e","0","1295","29","4","n/e","n/e","12","n/e","618","n/e","0","655"
"Portugal (PT)","23.06.2022 13:00 - 23.06.2022 14:00 (UTC)","346","n/e","n/e","n/e","2414","0","n/e","n/e","n/e","n/e","0","1391","28","4","n/e","n/e","12","n/e","568","n/e","0","795"
"Portugal (PT)","23.06.2022 14:00 - 23.06.2022 15:00 (UTC)","351","n/e","n/e","n/e","2377","0","n/e","n/e","n/e","n/e","0","1608","55","2","n/e","n/e","12","n/e","599","n/e","0","947"
"Portugal (PT)","23.06.2022 15:00 - 23.06.2022 16:00 (UTC)","351","n/e","n/e","n/e","2423","0","n/e","n/e","n/e","n/e","0","1858","75","2","n/e","n/e","12","n/e","545","n/e","0","1041"
"Portugal (PT)","23.06.2022 16:00 - 23.06.2022 17:00 (UTC)","349","n/e","n/e","n/e","2333","0","n/e","n/e","n/e","n/e","5","1617","32","10","n/e","n/e","12","n/e","506","n/e","0","1020"
"Portugal (PT)","23.06.2022 17:00 - 23.06.2022 18:00 (UTC)","355","n/e","n/e","n/e","2572","0","n/e","n/e","n/e","n/e","0","1180","35","10","n/e","n/e","12","n/e","383","n/e","0","1039"
"Portugal (PT)","23.06.2022 18:00 - 23.06.2022 19:00 (UTC)","360","n/e","n/e","n/e","2603","0","n/e","n/e","n/e","n/e","1","214","42","38","n/e","n/e","12","n/e","170","n/e","0","992"
"Portugal (PT)","23.06.2022 19:00 - 23.06.2022 20:00 (UTC)","361","n/e","n/e","n/e","2517","0","n/e","n/e","n/e","n/e","259","3","75","126","n/e","n/e","12","n/e","30","n/e","0","894"
"Portugal (PT)","23.06.2022 20:00 - 23.06.2022 21:00 (UTC)","364","n/e","n/e","n/e","2627","0","n/e","n/e","n/e","n/e","853","2","203","130","n/e","n/e","12","n/e","0","n/e","0","688"
"Portugal (PT)","23.06.2022 21:00 - 23.06.2022 22:00 (UTC)","363","n/e","n/e","n/e","2628","0","n/e","n/e","n/e","n/e","141","3","55","114","n/e","n/e","12","n/e","0","n/e","0","568"
"Portugal (PT)","23.06.2022 22:00 - 23.06.2022 23:00 (UTC)","368","n/e","n/e","n/e","2692","0","n/e","n/e","n/e","n/e","828","2","184","41","n/e","n/e","12","n/e","0","n/e","0","633"
"Portugal (PT)","23.06.2022 23:00 - 24.06.2022 00:00 (UTC)","369","n/e","n/e","n/e","2559","0","n/e","n/e","n/e","n/e","32","78","57","4","n/e","n/e","12","n/e","0","n/e","0","776"
"Portugal (PT)","24.06.2022 00:00 - 24.06.2022 01:00 (UTC)","371","n/e","n/e","n/e","2533","0","n/e","n/e","n/e","n/e","0","84","22","4","n/e","n/e","12","n/e","0","n/e","0","857"
"Portugal (PT)","24.06.2022 01:00 - 24.06.2022 02:00 (UTC)","370","n/e","n/e","n/e","2540","0","n/e","n/e","n/e","n/e","0","4","26","4","n/e","n/e","12","n/e","0","n/e","0","917"
"Portugal (PT)","24.06.2022 02:00 - 24.06.2022 03:00 (UTC)","371","n/e","n/e","n/e","2369","0","n/e","n/e","n/e","n/e","0","28","28","4","n/e","n/e","12","n/e","0","n/e","1","1053"
"Portugal (PT)","24.06.2022 03:00 - 24.06.2022 04:00 (UTC)","371","n/e","n/e","n/e","2370","0","n/e","n/e","n/e","n/e","0","300","30","4","n/e","n/e","12","n/e","0","n/e","3","1077"
"Portugal (PT)","24.06.2022 04:00 - 24.06.2022 05:00 (UTC)","370","n/e","n/e","n/e","2523","0","n/e","n/e","n/e","n/e","0","243","33","32","n/e","n/e","12","n/e","0","n/e","1","1060"
"Portugal (PT)","24.06.2022 05:00 - 24.06.2022 06:00 (UTC)","368","n/e","n/e","n/e","2427","0","n/e","n/e","n/e","n/e","177","135","151","39","n/e","n/e","12","n/e","22","n/e","0","1026"
"Portugal (PT)","24.06.2022 06:00 - 24.06.2022 07:00 (UTC)","367","n/e","n/e","n/e","2526","0","n/e","n/e","n/e","n/e","100","60","182","44","n/e","n/e","12","n/e","183","n/e","0","840"
"Portugal (PT)","24.06.2022 07:00 - 24.06.2022 08:00 (UTC)","373","n/e","n/e","n/e","2207","0","n/e","n/e","n/e","n/e","0","505","140","42","n/e","n/e","12","n/e","449","n/e","1","753"
"Portugal (PT)","24.06.2022 08:00 - 24.06.2022 09:00 (UTC)","371","n/e","n/e","n/e","2054","0","n/e","n/e","n/e","n/e","42","1350","157","58","n/e","n/e","12","n/e","665","n/e","2","761"
"Portugal (PT)","24.06.2022 09:00 - 24.06.2022 10:00 (UTC)","374","n/e","n/e","n/e","2033","0","n/e","n/e","n/e","n/e","78","1738","126","10","n/e","n/e","12","n/e","777","n/e","2","653"
"Portugal (PT)","24.06.2022 10:00 - 24.06.2022 11:00 (UTC)","374","n/e","n/e","n/e","1952","0","n/e","n/e","n/e","n/e","160","1528","39","4","n/e","n/e","12","n/e","840","n/e","2","633"
"Portugal (PT)","24.06.2022 11:00 - 24.06.2022 12:00 (UTC)","370","n/e","n/e","n/e","1935","0","n/e","n/e","n/e","n/e","137","974","75","3","n/e","n/e","12","n/e","917","n/e","4","650"
"Portugal (PT)","24.06.2022 12:00 - 24.06.2022 13:00 (UTC)","367","n/e","n/e","n/e","2005","0","n/e","n/e","n/e","n/e","29","1351","126","4","n/e","n/e","12","n/e","950","n/e","5","634"
"Portugal (PT)","24.06.2022 13:00 - 24.06.2022 14:00 (UTC)","370","n/e","n/e","n/e","2007","0","n/e","n/e","n/e","n/e","36","1387","109","4","n/e","n/e","12","n/e","968","n/e","6","667"
"Portugal (PT)","24.06.2022 14:00 - 24.06.2022 15:00 (UTC)","360","n/e","n/e","n/e","1962","0","n/e","n/e","n/e","n/e","0","1462","38","5","n/e","n/e","12","n/e","936","n/e","7","858"
"Portugal (PT)","24.06.2022 15:00 - 24.06.2022 16:00 (UTC)","365","n/e","n/e","n/e","1824","0","n/e","n/e","n/e","n/e","0","1304","28","4","n/e","n/e","12","n/e","849","n/e","7","1053"
"Portugal (PT)","24.06.2022 16:00 - 24.06.2022 17:00 (UTC)","359","n/e","n/e","n/e","1883","0","n/e","n/e","n/e","n/e","0","1040","25","4","n/e","n/e","12","n/e","706","n/e","8","1198"
"Portugal (PT)","24.06.2022 17:00 - 24.06.2022 18:00 (UTC)","367","n/e","n/e","n/e","2072","0","n/e","n/e","n/e","n/e","0","863","22","4","n/e","n/e","11","n/e","483","n/e","9","1330"
"Portugal (PT)","24.06.2022 18:00 - 24.06.2022 19:00 (UTC)","368","n/e","n/e","n/e","2315","0","n/e","n/e","n/e","n/e","543","15","35","38","n/e","n/e","11","n/e","207","n/e","8","1529"
"Portugal (PT)","24.06.2022 19:00 - 24.06.2022 20:00 (UTC)","372","n/e","n/e","n/e","2377","0","n/e","n/e","n/e","n/e","1662","1","514","153","n/e","n/e","11","n/e","35","n/e","0","1443"
"Portugal (PT)","24.06.2022 20:00 - 24.06.2022 21:00 (UTC)","374","n/e","n/e","n/e","2258","0","n/e","n/e","n/e","n/e","1881","1","555","128","n/e","n/e","11","n/e","0","n/e","1","1387"
"Portugal (PT)","24.06.2022 21:00 - 24.06.2022 22:00 (UTC)","368","n/e","n/e","n/e","2265","0","n/e","n/e","n/e","n/e","1971","1","416","104","n/e","n/e","10","n/e","0","n/e","4","1362"
"Portugal (PT)","24.06.2022 22:00 - 24.06.2022 23:00 (UTC)","369","n/e","n/e","n/e","1992","0","n/e","n/e","n/e","n/e","1934","1","364","103","n/e","n/e","11","n/e","0","n/e","3","1344"
"Portugal (PT)","24.06.2022 23:00 - 25.06.2022 00:00 (UTC)","376","n/e","n/e","n/e","1770","0","n/e","n/e","n/e","n/e","1510","1","394","42","n/e","n/e","12","n/e","0","n/e","5","1255"
"Portugal (PT)","25.06.2022 00:00 - 25.06.2022 01:00 (UTC)","380","n/e","n/e","n/e","1723","0","n/e","n/e","n/e","n/e","764","4","81","6","n/e","n/e","12","n/e","0","n/e","7","1196"
"Portugal (PT)","25.06.2022 01:00 - 25.06.2022 02:00 (UTC)","380","n/e","n/e","n/e","1767","0","n/e","n/e","n/e","n/e","578","6","106","66","n/e","n/e","12","n/e","0","n/e","8","1130"
"Portugal (PT)","25.06.2022 02:00 - 25.06.2022 03:00 (UTC)","380","n/e","n/e","n/e","1712","0","n/e","n/e","n/e","n/e","700","5","92","58","n/e","n/e","12","n/e","0","n/e","7","1200"
"Portugal (PT)","25.06.2022 03:00 - 25.06.2022 04:00 (UTC)","373","n/e","n/e","n/e","1746","0","n/e","n/e","n/e","n/e","426","458","128","4","n/e","n/e","12","n/e","0","n/e","5","1416"
"Portugal (PT)","25.06.2022 04:00 - 25.06.2022 05:00 (UTC)","377","n/e","n/e","n/e","1722","0","n/e","n/e","n/e","n/e","426","309","23","4","n/e","n/e","11","n/e","0","n/e","2","1512"
"Portugal (PT)","25.06.2022 05:00 - 25.06.2022 06:00 (UTC)","374","n/e","n/e","n/e","1725","0","n/e","n/e","n/e","n/e","266","16","30","4","n/e","n/e","11","n/e","17","n/e","0","1392"
"Portugal (PT)","25.06.2022 06:00 - 25.06.2022 07:00 (UTC)","381","n/e","n/e","n/e","1749","0","n/e","n/e","n/e","n/e","119","10","45","4","n/e","n/e","12","n/e","148","n/e","2","1242"
"Portugal (PT)","25.06.2022 07:00 - 25.06.2022 08:00 (UTC)","377","n/e","n/e","n/e","1384","0","n/e","n/e","n/e","n/e","258","8","49","15","n/e","n/e","12","n/e","324","n/e","1","1101"
"Portugal (PT)","25.06.2022 08:00 - 25.06.2022 09:00 (UTC)","378","n/e","n/e","n/e","1411","0","n/e","n/e","n/e","n/e","151","6","72","9","n/e","n/e","11","n/e","508","n/e","1","967"
"Portugal (PT)","25.06.2022 09:00 - 25.06.2022 10:00 (UTC)","379","n/e","n/e","n/e","1548","0","n/e","n/e","n/e","n/e","59","6","56","4","n/e","n/e","11","n/e","651","n/e","0","819"
"Portugal (PT)","25.06.2022 10:00 - 25.06.2022 11:00 (UTC)","375","n/e","n/e","n/e","1523","0","n/e","n/e","n/e","n/e","67","17","37","4","n/e","n/e","12","n/e","788","n/e","0","848"
"Portugal (PT)","25.06.2022 11:00 - 25.06.2022 12:00 (UTC)","372","n/e","n/e","n/e","1522","0","n/e","n/e","n/e","n/e","0","362","30","4","n/e","n/e","11","n/e","859","n/e","0","944"
"Portugal (PT)","25.06.2022 12:00 - 25.06.2022 13:00 (UTC)","373","n/e","n/e","n/e","1438","0","n/e","n/e","n/e","n/e","0","1329","28","4","n/e","n/e","11","n/e","939","n/e","1","1203"
"Portugal (PT)","25.06.2022 13:00 - 25.06.2022 14:00 (UTC)","376","n/e","n/e","n/e","1262","0","n/e","n/e","n/e","n/e","0","1677","31","4","n/e","n/e","11","n/e","965","n/e","2","1673"
"Portugal (PT)","25.06.2022 14:00 - 25.06.2022 15:00 (UTC)","380","n/e","n/e","n/e","1243","0","n/e","n/e","n/e","n/e","0","2135","29","4","n/e","n/e","12","n/e","973","n/e","1","1969"
"Portugal (PT)","25.06.2022 15:00 - 25.06.2022 16:00 (UTC)","382","n/e","n/e","n/e","1231","0","n/e","n/e","n/e","n/e","0","2052","24","4","n/e","n/e","11","n/e","898","n/e","0","2111"
"Portugal (PT)","25.06.2022 16:00 - 25.06.2022 17:00 (UTC)","374","n/e","n/e","n/e","1266","0","n/e","n/e","n/e","n/e","0","2038","25","4","n/e","n/e","11","n/e","760","n/e","2","2439"
"Portugal (PT)","25.06.2022 17:00 - 25.06.2022 18:00 (UTC)","378","n/e","n/e","n/e","1528","0","n/e","n/e","n/e","n/e","0","1437","128","4","n/e","n/e","12","n/e","550","n/e","4","2436"
"Portugal (PT)","25.06.2022 18:00 - 25.06.2022 19:00 (UTC)","374","n/e","n/e","n/e","1570","0","n/e","n/e","n/e","n/e","142","31","31","23","n/e","n/e","12","n/e","231","n/e","3","2315"
"Portugal (PT)","25.06.2022 19:00 - 25.06.2022 20:00 (UTC)","370","n/e","n/e","n/e","1658","0","n/e","n/e","n/e","n/e","1007","4","205","91","n/e","n/e","11","n/e","38","n/e","3","2193"
"Portugal (PT)","25.06.2022 20:00 - 25.06.2022 21:00 (UTC)","368","n/e","n/e","n/e","1634","0","n/e","n/e","n/e","n/e","1324","3","169","114","n/e","n/e","11","n/e","0","n/e","1","2123"
"Portugal (PT)","25.06.2022 21:00 - 25.06.2022 22:00 (UTC)","372","n/e","n/e","n/e","1533","0","n/e","n/e","n/e","n/e","466","5","39","103","n/e","n/e","11","n/e","0","n/e","1","2089"
"Portugal (PT)","25.06.2022 22:00 - 25.06.2022 23:00 (UTC)","372","n/e","n/e","n/e","1365","0","n/e","n/e","n/e","n/e","1279","3","159","81","n/e","n/e","11","n/e","0","n/e","0","1901"
"Portugal (PT)","25.06.2022 23:00 - 26.06.2022 00:00 (UTC)","375","n/e","n/e","n/e","1330","0","n/e","n/e","n/e","n/e","851","9","29","42","n/e","n/e","12","n/e","0","n/e","1","1779"
"Portugal (PT)","26.06.2022 00:00 - 26.06.2022 01:00 (UTC)","377","n/e","n/e","n/e","1273","0","n/e","n/e","n/e","n/e","742","217","31","31","n/e","n/e","12","n/e","0","n/e","0","1759"
"Portugal (PT)","26.06.2022 01:00 - 26.06.2022 02:00 (UTC)","377","n/e","n/e","n/e","1255","0","n/e","n/e","n/e","n/e","551","395","25","4","n/e","n/e","12","n/e","0","n/e","3","1816"
"Portugal (PT)","26.06.2022 02:00 - 26.06.2022 03:00 (UTC)","373","n/e","n/e","n/e","1253","0","n/e","n/e","n/e","n/e","673","150","21","4","n/e","n/e","12","n/e","0","n/e","0","1871"
"Portugal (PT)","26.06.2022 03:00 - 26.06.2022 04:00 (UTC)","378","n/e","n/e","n/e","1244","0","n/e","n/e","n/e","n/e","252","239","24","34","n/e","n/e","12","n/e","0","n/e","0","1874"
"Portugal (PT)","26.06.2022 04:00 - 26.06.2022 05:00 (UTC)","373","n/e","n/e","n/e","1294","0","n/e","n/e","n/e","n/e","258","97","24","34","n/e","n/e","12","n/e","0","n/e","0","1756"
"Portugal (PT)","26.06.2022 05:00 - 26.06.2022 06:00 (UTC)","371","n/e","n/e","n/e","1156","0","n/e","n/e","n/e","n/e","238","112","25","4","n/e","n/e","12","n/e","23","n/e","0","1613"
"Portugal (PT)","26.06.2022 06:00 - 26.06.2022 07:00 (UTC)","371","n/e","n/e","n/e","1182","0","n/e","n/e","n/e","n/e","0","525","78","4","n/e","n/e","11","n/e","195","n/e","0","1412"
"Portugal (PT)","26.06.2022 07:00 - 26.06.2022 08:00 (UTC)","373","n/e","n/e","n/e","1158","0","n/e","n/e","n/e","n/e","0","1074","89","13","n/e","n/e","11","n/e","513","n/e","0","1166"
"Portugal (PT)","26.06.2022 08:00 - 26.06.2022 09:00 (UTC)","368","n/e","n/e","n/e","896","0","n/e","n/e","n/e","n/e","0","1083","152","8","n/e","n/e","11","n/e","778","n/e","0","1188"
"Portugal (PT)","26.06.2022 09:00 - 26.06.2022 10:00 (UTC)","371","n/e","n/e","n/e","821","0","n/e","n/e","n/e","n/e","0","898","162","4","n/e","n/e","11","n/e","976","n/e","0","1203"
"Portugal (PT)","26.06.2022 10:00 - 26.06.2022 11:00 (UTC)","368","n/e","n/e","n/e","837","0","n/e","n/e","n/e","n/e","0","890","116","4","n/e","n/e","11","n/e","1119","n/e","0","1273"
"Portugal (PT)","26.06.2022 11:00 - 26.06.2022 12:00 (UTC)","369","n/e","n/e","n/e","817","0","n/e","n/e","n/e","n/e","0","794","118","4","n/e","n/e","12","n/e","1161","n/e","0","1353"
"Portugal (PT)","26.06.2022 12:00 - 26.06.2022 13:00 (UTC)","364","n/e","n/e","n/e","781","0","n/e","n/e","n/e","n/e","0","1272","107","4","n/e","n/e","11","n/e","1179","n/e","1","1443"
"Portugal (PT)","26.06.2022 13:00 - 26.06.2022 14:00 (UTC)","366","n/e","n/e","n/e","792","0","n/e","n/e","n/e","n/e","0","1400","69","4","n/e","n/e","11","n/e","1197","n/e","3","1683"
"Portugal (PT)","26.06.2022 14:00 - 26.06.2022 15:00 (UTC)","363","n/e","n/e","n/e","754","0","n/e","n/e","n/e","n/e","0","1208","28","4","n/e","n/e","11","n/e","1170","n/e","6","2084"
"Portugal (PT)","26.06.2022 15:00 - 26.06.2022 16:00 (UTC)","372","n/e","n/e","n/e","869","0","n/e","n/e","n/e","n/e","76","1019","25","71","n/e","n/e","12","n/e","1029","n/e","10","2346"
"Portugal (PT)","26.06.2022 16:00 - 26.06.2022 17:00 (UTC)","361","n/e","n/e","n/e","857","0","n/e","n/e","n/e","n/e","1","537","76","93","n/e","n/e","12","n/e","829","n/e","13","2497"
"Portugal (PT)","26.06.2022 17:00 - 26.06.2022 18:00 (UTC)","367","n/e","n/e","n/e","896","0","n/e","n/e","n/e","n/e","139","482","117","93","n/e","n/e","11","n/e","542","n/e","15","2533"
"Portugal (PT)","26.06.2022 18:00 - 26.06.2022 19:00 (UTC)","369","n/e","n/e","n/e","870","0","n/e","n/e","n/e","n/e","334","248","66","5","n/e","n/e","11","n/e","229","n/e","17","2795"
"Portugal (PT)","26.06.2022 19:00 - 26.06.2022 20:00 (UTC)","371","n/e","n/e","n/e","828","0","n/e","n/e","n/e","n/e","1003","21","177","132","n/e","n/e","11","n/e","38","n/e","19","2880"
"Portugal (PT)","26.06.2022 20:00 - 26.06.2022 21:00 (UTC)","369","n/e","n/e","n/e","945","0","n/e","n/e","n/e","n/e","1421","5","352","118","n/e","n/e","11","n/e","0","n/e","25","2736"
"Portugal (PT)","26.06.2022 21:00 - 26.06.2022 22:00 (UTC)","369","n/e","n/e","n/e","1060","0","n/e","n/e","n/e","n/e","520","307","46","102","n/e","n/e","11","n/e","0","n/e","23","2666"
"Portugal (PT)","26.06.2022 22:00 - 26.06.2022 23:00 (UTC)","369","n/e","n/e","n/e","1067","0","n/e","n/e","n/e","n/e","35","252","21","67","n/e","n/e","11","n/e","0","n/e","25","2693"
"Portugal (PT)","26.06.2022 23:00 - 27.06.2022 00:00 (UTC)","368","n/e","n/e","n/e","1038","0","n/e","n/e","n/e","n/e","57","101","20","4","n/e","n/e","12","n/e","0","n/e","25","2645"
"Portugal (PT)","27.06.2022 00:00 - 27.06.2022 01:00 (UTC)","367","n/e","n/e","n/e","1293","0","n/e","n/e","n/e","n/e","59","603","20","4","n/e","n/e","11","n/e","0","n/e","24","2452"
"Portugal (PT)","27.06.2022 01:00 - 27.06.2022 02:00 (UTC)","360","n/e","n/e","n/e","1254","0","n/e","n/e","n/e","n/e","56","700","23","4","n/e","n/e","11","n/e","0","n/e","18","2237"
"Portugal (PT)","27.06.2022 02:00 - 27.06.2022 03:00 (UTC)","364","n/e","n/e","n/e","1207","0","n/e","n/e","n/e","n/e","55","420","28","4","n/e","n/e","12","n/e","0","n/e","18","2135"
"Portugal (PT)","27.06.2022 03:00 - 27.06.2022 04:00 (UTC)","366","n/e","n/e","n/e","1141","0","n/e","n/e","n/e","n/e","55","232","28","4","n/e","n/e","12","n/e","0","n/e","20","2094"
"Portugal (PT)","27.06.2022 04:00 - 27.06.2022 05:00 (UTC)","364","n/e","n/e","n/e","1387","0","n/e","n/e","n/e","n/e","56","233","24","34","n/e","n/e","12","n/e","0","n/e","19","2050"
"Portugal (PT)","27.06.2022 05:00 - 27.06.2022 06:00 (UTC)","362","n/e","n/e","n/e","1586","0","n/e","n/e","n/e","n/e","41","24","24","34","n/e","n/e","12","n/e","22","n/e","15","2114"
"Portugal (PT)","27.06.2022 06:00 - 27.06.2022 07:00 (UTC)","359","n/e","n/e","n/e","1525","0","n/e","n/e","n/e","n/e","443","6","73","56","n/e","n/e","11","n/e","185","n/e","13","1937"
"Portugal (PT)","27.06.2022 07:00 - 27.06.2022 08:00 (UTC)","362","n/e","n/e","n/e","1547","0","n/e","n/e","n/e","n/e","53","285","56","62","n/e","n/e","12","n/e","515","n/e","14","1674"
"Portugal (PT)","27.06.2022 08:00 - 27.06.2022 09:00 (UTC)","363","n/e","n/e","n/e","1670","0","n/e","n/e","n/e","n/e","114","221","41","38","n/e","n/e","11","n/e","807","n/e","20","1454"
"Portugal (PT)","27.06.2022 09:00 - 27.06.2022 10:00 (UTC)","362","n/e","n/e","n/e","1458","0","n/e","n/e","n/e","n/e","306","93","103","4","n/e","n/e","11","n/e","1030","n/e","20","1407"
"Portugal (PT)","27.06.2022 10:00 - 27.06.2022 11:00 (UTC)","373","n/e","n/e","n/e","1563","0","n/e","n/e","n/e","n/e","325","280","48","4","n/e","n/e","11","n/e","1176","n/e","23","1420"
"Portugal (PT)","27.06.2022 11:00 - 27.06.2022 12:00 (UTC)","379","n/e","n/e","n/e","1580","0","n/e","n/e","n/e","n/e","324","303","48","4","n/e","n/e","12","n/e","1221","n/e","25","1290"
"Portugal (PT)","27.06.2022 12:00 - 27.06.2022 13:00 (UTC)","367","n/e","n/e","n/e","1609","0","n/e","n/e","n/e","n/e","329","302","44","4","n/e","n/e","12","n/e","1226","n/e","25","1178"
"Portugal (PT)","27.06.2022 13:00 - 27.06.2022 14:00 (UTC)","364","n/e","n/e","n/e","1514","0","n/e","n/e","n/e","n/e","263","302","43","4","n/e","n/e","12","n/e","1206","n/e","25","1208"
"Portugal (PT)","27.06.2022 14:00 - 27.06.2022 15:00 (UTC)","371","n/e","n/e","n/e","1527","0","n/e","n/e","n/e","n/e","164","302","37","10","n/e","n/e","12","n/e","1153","n/e","25","1300"
"Portugal (PT)","27.06.2022 15:00 - 27.06.2022 16:00 (UTC)","371","n/e","n/e","n/e","1470","0","n/e","n/e","n/e","n/e","132","78","32","10","n/e","n/e","12","n/e","1026","n/e","25","1443"
"Portugal (PT)","27.06.2022 16:00 - 27.06.2022 17:00 (UTC)","374","n/e","n/e","n/e","1573","0","n/e","n/e","n/e","n/e","35","141","26","4","n/e","n/e","12","n/e","814","n/e","25","1662"
"Portugal (PT)","27.06.2022 17:00 - 27.06.2022 18:00 (UTC)","379","n/e","n/e","n/e","1931","0","n/e","n/e","n/e","n/e","44","11","26","23","n/e","n/e","12","n/e","550","n/e","25","1880"
"Portugal (PT)","27.06.2022 18:00 - 27.06.2022 19:00 (UTC)","378","n/e","n/e","n/e","2109","0","n/e","n/e","n/e","n/e","511","4","139","75","n/e","n/e","12","n/e","230","n/e","25","2053"
"Portugal (PT)","27.06.2022 19:00 - 27.06.2022 20:00 (UTC)","368","n/e","n/e","n/e","2239","0","n/e","n/e","n/e","n/e","1322","1","375","190","n/e","n/e","12","n/e","38","n/e","25","1965"
"Portugal (PT)","27.06.2022 20:00 - 27.06.2022 21:00 (UTC)","371","n/e","n/e","n/e","2296","0","n/e","n/e","n/e","n/e","1168","1","446","247","n/e","n/e","12","n/e","0","n/e","25","1721"
"Portugal (PT)","27.06.2022 21:00 - 27.06.2022 22:00 (UTC)","376","n/e","n/e","n/e","2195","0","n/e","n/e","n/e","n/e","725","1","202","106","n/e","n/e","12","n/e","0","n/e","25","1568"
"Portugal (PT)","27.06.2022 22:00 - 27.06.2022 23:00 (UTC)","375","n/e","n/e","n/e","2258","0","n/e","n/e","n/e","n/e","840","1","31","41","n/e","n/e","12","n/e","0","n/e","25","1401"
"Portugal (PT)","27.06.2022 23:00 - 28.06.2022 00:00 (UTC)","376","n/e","n/e","n/e","2166","0","n/e","n/e","n/e","n/e","362","3","24","23","n/e","n/e","12","n/e","0","n/e","25","1263"
"Portugal (PT)","28.06.2022 00:00 - 28.06.2022 01:00 (UTC)","377","n/e","n/e","n/e","2100","0","n/e","n/e","n/e","n/e","90","96","112","37","n/e","n/e","12","n/e","0","n/e","25","1186"
"Portugal (PT)","28.06.2022 01:00 - 28.06.2022 02:00 (UTC)","371","n/e","n/e","n/e","2130","0","n/e","n/e","n/e","n/e","0","3","23","42","n/e","n/e","12","n/e","0","n/e","25","1110"
"Portugal (PT)","28.06.2022 02:00 - 28.06.2022 03:00 (UTC)","373","n/e","n/e","n/e","2235","0","n/e","n/e","n/e","n/e","12","4","21","41","n/e","n/e","12","n/e","0","n/e","24","1105"
